1,38,promocionada,8.3,8.3
1,39,promocionada,8.9,8.9
1,40,promocionada,8,8
1,41,promocionada,7.7,7.7
1,42,promocionada,7.5,7.5
1,43,promocionada,9.6,9.6
1,44,promocionada,6.6,6.6
1,45,aprobada,5.5,5.5
1,46,promocionada,7,7
1,47,promocionada,7.7,7.7
1,48,promocionada,5.4,6.3
1,49,promocionada,7.3,7.3
1,50,promocionada,6.2,6.2
1,51,promocionada,7.6,7.6
1,52,promocionada,6.2,6.9
1,53,promocionada,7.2,7.2
1,54,promocionada,5.2,5.9
1,55,promocionada,7.2,7.2
1,56,aprobada,5.9,5.9
1,57,promocionada,5.8,6.8
1,58,promocionada,7.7,7.7
1,59,promocionada,8.1,8.1
1,60,promocionada,9,9
1,61,aprobada,5.9,5.9
1,62,promocionada,6.4,6.4
1,63,promocionada,5.3,6.1
1,64,promocionada,5.4,7.4
1,65,aprobada,5.5,5.5
1,66,promocionada,7.8,7.8
1,67,promocionada,5.2,6.1
2,38,promocionada,7.1,7.1
2,39,promocionada,7.7,7.7
2,40,promocionada,7.3,7.3
2,41,promocionada,7.1,7.1
2,42,promocionada,8.8,8.8
2,43,promocionada,8.6,8.6
2,44,promocionada,7.2,7.2
2,45,aprobada,4.5,5
2,46,promocionada,5.5,6.5
2,47,promocionada,6.4,8
2,48,aprobada,4.7,5.5
2,49,promocionada,8.9,8.9
2,50,promocionada,5.4,5.9
2,51,aprobada,4.8,5.6
2,52,promocionada,5.8,6.2
2,53,promocionada,8.1,8.1
2,54,aprobada,4.5,4.9
2,55,aprobada,5.4,5.4
2,56,promocionada,7.1,7.1
2,57,promocionada,5.3,6.5
2,58,promocionada,7.6,7.6
2,59,promocionada,9.1,9.1
2,60,promocionada,6,6
2,61,aprobada,4.8,6
2,62,promocionada,7.6,7.6
2,63,aprobada,4.5,4.8
2,64,promocionada,5.7,6.1
2,65,promocionada,7.3,7.3
2,66,promocionada,4.9,6.2
2,67,aprobada,5.9,5.9
3,38,promocionada,7.8,7.8
3,39,promocionada,5.8,7.1
3,40,aprobada,5.8,5.8
3,41,promocionada,9.1,9.1
3,42,promocionada,5.9,6.9
3,43,promocionada,6.4,6.4
3,44,promocionada,7.6,7.6
3,45,promocionada,8.6,8.6
3,46,promocionada,5.2,7.2
3,47,promocionada,4.7,5.9
3,48,promocionada,7.5,7.5
3,49,aprobada,5.1,5.8
3,50,aprobada,6.2,6.2
3,51,promocionada,7,7
3,52,promocionada,5.4,6.3
3,53,promocionada,8.8,8.8
3,54,aprobada,5.9,5.9
3,55,aprobada,4.5,5.7
3,56,aprobada,5.2,5.2
3,57,aprobada,5.1,5.1
3,58,promocionada,6.3,6.3
3,59,aprobada,4,6
3,60,promocionada,5.3,5.6
4,38,aprobada,5.2,5.2
4,39,promocionada,6,6
4,40,aprobada,5.5,5.5
4,41,promocionada,6.2,7.5
4,42,promocionada,6.4,6.4
4,43,promocionada,5.6,5.6
4,44,aprobada,4.9,4.9
4,45,promocionada,6,7
5,38,aprobada,3.8,4.7
5,39,promocionada,6,7.3
5,40,aprobada,5.5,5.5
5,41,promocionada,6.5,6.5
5,42,aprobada,4.6,5.1
5,43,promocionada,5.4,6.5
5,44,aprobada,5.8,6.8
5,45,aprobada,4.4,4.9
6,38,aprobada,4.9,5.3
6,39,promocionada,7.3,7.3
6,40,promocionada,6.6,6.6
6,41,aprobada,4.8,5.8
6,42,promocionada,5.6,6.7
6,43,promocionada,7.6,7.6
6,44,promocionada,7.6,7.6
6,45,aprobada,5.3,6.1
7,38,promocionada,7,7
7,39,promocionada,5.5,5.5
7,40,aprobada,5.3,5.9
7,41,aprobada,6.1,6.1
7,42,promocionada,6.1,6.1
7,43,promocionada,6.4,6.4
7,44,promocionada,7.4,7.4
7,45,promocionada,5.2,6.8
8,38,promocionada,9.2,9.2
8,39,promocionada,6.2,7.4
8,40,promocionada,7,7
8,41,promocionada,8.4,8.4
8,42,promocionada,7.8,7.8
8,43,promocionada,6.5,6.5
8,44,promocionada,6.3,6.3
8,45,promocionada,6.1,6.1
8,46,promocionada,5.4,6
8,47,promocionada,9.9,9.9
8,48,promocionada,9,9
8,49,promocionada,7.1,7.1
8,50,promocionada,9,9
8,51,promocionada,6.1,6.5
8,52,promocionada,5.8,7.3
8,53,aprobada,5.1,5.1
8,54,promocionada,9.1,9.1
8,55,promocionada,9.6,9.6
8,56,promocionada,7.7,7.7
8,57,promocionada,5.1,6.1
8,58,promocionada,9.6,9.6
8,59,promocionada,5.5,5.8
8,60,promocionada,9.4,9.4
8,61,promocionada,6.1,7.4
8,62,promocionada,8.5,8.5
8,63,promocionada,7.2,7.2
8,64,promocionada,7.6,7.6
8,65,promocionada,7.4,7.4
8,66,promocionada,5.8,7.2
8,67,aprobada,5.7,5.7
8,68,promocionada,7.3,7.3
8,69,aprobada,5.1,5.1
8,70,aprobada,5.1,6.1
8,71,promocionada,7.5,7.5
8,72,aprobada,4.1,5.6
8,73,promocionada,5.4,6.8
9,38,promocionada,7.8,7.8
9,39,promocionada,8.5,8.5
9,40,promocionada,7.2,7.2
9,41,aprobada,4.6,4.6
9,42,aprobada,5.7,5.7
9,43,promocionada,7.3,7.3
9,44,promocionada,8,8
9,45,promocionada,9.2,9.2
9,46,promocionada,6.5,8.1
9,47,aprobada,4.6,5.4
9,48,promocionada,5.2,6.4
9,49,promocionada,5.6,6.6
9,50,aprobada,5.5,5.5
9,51,promocionada,6.2,6.2
9,52,promocionada,6.2,6.2
9,53,aprobada,5.5,5.5
10,38,promocionada,7,7
10,39,promocionada,5.7,5.7
10,40,promocionada,7.8,7.8
10,41,promocionada,6.1,7.4
10,42,promocionada,6.5,6.5
10,43,aprobada,5.5,5.5
10,44,promocionada,5.2,6.3
10,45,aprobada,5.1,6.2
10,46,promocionada,7.8,7.8
10,47,promocionada,8.5,8.5
10,48,aprobada,5.4,5.4
10,49,promocionada,5.8,6.3
10,50,aprobada,4.9,5.7
10,51,aprobada,6.2,6.2
10,52,promocionada,6.5,6.5
10,53,promocionada,6.5,7.4
10,54,promocionada,6.2,6.2
10,55,promocionada,7.8,7.8
10,56,promocionada,5.9,5.9
10,57,aprobada,5.5,5.5
10,58,promocionada,6.5,6.5
10,59,promocionada,7.5,7.5
10,60,promocionada,8.1,8.1
10,61,promocionada,9.1,9.1
10,62,promocionada,6.2,6.2
10,63,promocionada,8.1,8.1
10,64,promocionada,5.2,5.9
10,65,promocionada,8.5,8.5
10,66,promocionada,6.7,6.7
10,67,aprobada,5.4,5.4
10,68,promocionada,6.1,6.1
10,69,aprobada,5,6.1
10,70,promocionada,5.6,6.3
10,71,promocionada,7.1,7.1
10,72,aprobada,5.9,5.9
10,73,promocionada,9.4,9.4
11,38,promocionada,6.8,6.8
11,39,promocionada,7.6,7.6
11,40,promocionada,7.3,7.3
11,41,promocionada,7.5,7.5
11,42,promocionada,7.9,7.9
11,43,promocionada,8,8
11,44,promocionada,5.6,5.9
11,45,promocionada,7,7
11,46,promocionada,5.1,6.3
11,47,aprobada,4.6,5
11,48,promocionada,6.7,7.6
11,49,promocionada,5.5,7
11,50,promocionada,6.1,6.1
11,51,promocionada,8.2,8.2
11,52,promocionada,7.3,7.3
11,53,promocionada,7.8,7.8
11,54,promocionada,6.1,6.1
11,55,promocionada,4.9,6.8
11,56,promocionada,7.4,7.4
11,57,promocionada,5.2,5.9
11,58,promocionada,5.4,6.4
11,59,aprobada,4.9,5.6
11,60,promocionada,5.4,6.4
12,38,promocionada,6.4,6.4
12,39,promocionada,8.5,8.5
12,40,promocionada,7.3,7.3
12,41,promocionada,6.5,6.5
12,42,promocionada,5.2,6
12,43,promocionada,7.1,7.1
12,44,promocionada,7.4,7.4
12,45,promocionada,7.1,9
12,46,promocionada,8.5,8.5
12,47,aprobada,4.9,4.9
12,48,promocionada,7,7
12,49,promocionada,7.8,7.8
12,50,promocionada,6.2,7
12,51,promocionada,6.5,6.5
12,52,promocionada,6.4,6.4
12,53,promocionada,7.5,7.5
12,54,promocionada,8.2,8.2
12,55,promocionada,7.8,7.8
12,56,promocionada,7.5,7.5
12,57,promocionada,8.2,8.2
12,58,promocionada,8.6,8.6
12,59,promocionada,8.4,8.4
12,60,promocionada,4.8,5.7
12,61,aprobada,5.3,5.3
12,62,aprobada,4.7,5.6
12,63,promocionada,6.7,6.7
12,64,promocionada,5,7.8
12,65,promocionada,7.7,7.7
12,66,promocionada,7.8,7.8
12,67,promocionada,7.7,7.7
13,38,promocionada,9,9
13,39,promocionada,8.1,8.1
13,40,promocionada,6.7,6.7
13,41,promocionada,7.6,7.6
13,42,promocionada,8.1,8.1
13,43,promocionada,6,6
13,44,aprobada,5.2,5.2
13,45,promocionada,6.4,6.4
13,46,promocionada,5.8,5.8
13,47,promocionada,8.6,8.6
13,48,promocionada,6,6
13,49,promocionada,8.7,8.7
13,50,promocionada,7.2,7.2
13,51,promocionada,6.3,6.3
13,52,promocionada,5.5,5.5
13,53,promocionada,7.3,7.3
13,54,aprobada,5,5.3
13,55,promocionada,7,7
13,56,aprobada,4.8,4.8
13,57,aprobada,5.7,5.7
13,58,promocionada,6.6,6.6
13,59,promocionada,6.6,6.6
13,60,promocionada,6.4,6.4
13,61,promocionada,6.1,6.1
13,62,promocionada,9.2,9.2
13,63,promocionada,7.7,7.7
13,64,promocionada,5.5,6.7
13,65,promocionada,6.4,6.4
13,66,promocionada,7.7,7.7
13,67,aprobada,4.8,5.2
13,68,promocionada,5.7,5.7
13,69,promocionada,5.5,6.9
13,70,promocionada,4.5,6.1
13,71,promocionada,6.5,6.5
13,72,promocionada,5.2,6.6
13,73,promocionada,5.3,5.8
14,38,promocionada,7.1,7.1
14,39,promocionada,7.4,7.4
14,40,promocionada,6.1,7.8
14,41,promocionada,6.2,6.2
14,42,promocionada,8.3,8.3
14,43,promocionada,7.6,7.6
14,44,promocionada,5.1,5.8
14,45,aprobada,6.3,6.3
14,46,promocionada,5.7,6.7
14,47,promocionada,9.1,9.1
14,48,promocionada,6,6
14,49,promocionada,8.9,8.9
14,50,promocionada,8.5,8.5
14,51,promocionada,8.4,8.4
14,52,aprobada,5.9,5.9
14,53,promocionada,6.1,6.6
14,54,promocionada,4,5.5
14,55,aprobada,4.3,4.8
14,56,aprobada,4.9,6
14,57,promocionada,6.2,6.2
14,58,promocionada,4.1,5.6
14,59,aprobada,6.1,6.1
14,60,promocionada,7.3,7.3
15,38,aprobada,4.8,4.8
15,39,aprobada,5.3,5.3
15,40,promocionada,8,8
15,41,promocionada,7.3,7.3
15,42,promocionada,5.9,7.4
15,43,promocionada,8,8
15,44,promocionada,8,8
15,45,promocionada,5.2,6.3
16,38,promocionada,7.8,7.8
16,39,promocionada,7.2,8.9
16,40,promocionada,8.6,8.6
16,41,promocionada,8.3,8.3
16,42,aprobada,5.8,5.8
16,43,promocionada,6.5,6.5
16,44,promocionada,7.8,7.8
16,45,promocionada,6.7,6.7
16,46,promocionada,7.5,7.5
16,47,promocionada,8.6,8.6
16,48,promocionada,5.4,6.7
16,49,aprobada,4.6,5.1
16,50,promocionada,6.6,6.6
16,51,aprobada,5.6,5.6
16,52,promocionada,7.1,7.1
16,53,promocionada,6.4,6.4
16,54,promocionada,6.1,6.1
16,55,aprobada,5.5,5.5
16,56,promocionada,5,6.3
16,57,aprobada,4.7,5.9
16,58,promocionada,5.7,7.2
16,59,promocionada,5.3,5.8
16,60,aprobada,4.3,6
17,38,promocionada,8.3,8.3
17,39,promocionada,8.5,8.5
17,40,promocionada,6.1,6.8
17,41,promocionada,7.2,7.2
17,42,promocionada,8.6,8.6
17,43,aprobada,5.6,5.6
17,44,promocionada,5.4,5.4
17,45,promocionada,5.7,6.6
17,46,promocionada,7.7,7.7
17,47,aprobada,5.5,5.5
17,48,aprobada,5.7,5.7
17,49,promocionada,6.2,7.3
17,50,promocionada,7.1,7.1
17,51,promocionada,7,7
17,52,promocionada,5.9,5.9
17,53,promocionada,5.3,7.4
17,54,promocionada,6.1,6.1
17,55,promocionada,8,8
17,56,aprobada,4.8,5.5
17,57,promocionada,9.4,9.4
17,58,promocionada,9.8,9.8
17,59,promocionada,8.5,8.5
17,60,promocionada,7.6,7.6
17,61,promocionada,5.7,8.5
17,62,aprobada,5,5.6
17,63,promocionada,5.4,9.3
17,64,aprobada,5.3,6
17,65,promocionada,5.7,6.6
17,66,promocionada,4,5.3
17,67,promocionada,4.6,6.1
18,38,promocionada,7,7
